code,name,sector,rank,score,entry_date,entry_price,current_price,return_pct,topix_return_pct,alpha_pct,check_date
3110,日東紡績,ガラス・土石製品,1,69.86977628500912,2026-09-19,3080.0,2980.0,-3.2467532467532463,0.9383063838938062,-4.185059630647053,2026-09-26
8624,いちよし証券,証券、商品先物取引業,2,67.41377175313427,2026-09-19,1686.0,1710.0,1.4234875444839856,0.9383063838938062,0.48518116059017946,2026-09-26
3150,グリムス,電気・ガス業,3,65.90693068385319,2026-09-19,2426.0,2436.0,0.4122011541632316,0.9383063838938062,-0.5261052297305746,2026-09-26
5706,三井金属,非鉄金属,4,62.57359862240615,2026-09-19,22795.0,22975.0,0.789646852379908,0.9383063838938062,-0.1486595315138982,2026-09-26
2288,丸大食品,食料品,5,60.363116351113234,2026-09-19,2311.0,2286.0,-1.081782778018174,0.9383063838938062,-2.0200891619119803,2026-09-26
6200,インソース,サービス業,6,59.685456186164544,2026-09-19,723.0,675.0,-6.639004149377594,0.9383063838938062,-7.5773105332714,2026-09-26
6331,三菱化工機,機械,7,59.32769788366312,2026-09-19,3370.0,3325.0,-1.3353115727002967,0.9383063838938062,-2.273617956594103,2026-09-26
7236,ティラド,輸送用機器,8,59.08326775700658,2026-09-19,1488.0,1544.0,3.763440860215054,0.9383063838938062,2.8251344763212476,2026-09-26
5195,バンドー化学,ゴム製品,9,58.17332085311022,2026-09-19,2454.0,2527.0,2.974735126324368,0.9383063838938062,2.0364287424305623,2026-09-26
2317,システナ,情報・通信業,10,58.11064249739421,2026-09-19,440.0,436.0,-0.9090909090909091,0.9383063838938062,-1.8473972929847151,2026-09-26
3817,ＳＲＡホールディングス,情報・通信業,11,57.7356399180836,2026-09-19,4775.0,4855.0,1.6753926701570683,0.9383063838938062,0.7370862862632621,2026-09-26
4028,石原産業,化学,12,57.6684965953958,2026-09-19,2915.0,2898.0,-0.5831903945111492,0.9383063838938062,-1.5214967784049553,2026-09-26
3635,コーエーテクモホールディングス,情報・通信業,13,57.64494368833014,2026-09-19,1700.0,1671.0,-1.7058823529411766,0.9383063838938062,-2.644188736834983,2026-09-26
7595,アルゴグラフィックス,情報・通信業,14,56.06123581153675,2026-09-19,1287.0,1295.0,0.6216006216006216,0.9383063838938062,-0.3167057622931846,2026-09-26
5445,東京鐵鋼,鉄鋼,15,55.68662395463357,2026-09-19,2060.0,2067.0,0.33980582524271846,0.9383063838938062,-0.5985005586510876,2026-09-26
3854,アイル,情報・通信業,16,55.65889321185202,2026-09-19,2163.0,2152.0,-0.5085529357374018,0.9383063838938062,-1.446859319631208,2026-09-26
6727,ワコム,電気機器,17,55.528781527894445,2026-09-19,842.0,880.0,4.513064133016627,0.9383063838938062,3.5747577491228206,2026-09-26
4503,アステラス製薬,医薬品,18,55.35346525003715,2026-09-19,2383.5,2399.0,0.6503041745332494,0.9383063838938062,-0.28800220936055676,2026-09-26
5101,横浜ゴム,ゴム製品,19,55.3341518604596,2026-09-19,6825.0,6986.0,2.358974358974359,0.9383063838938062,1.4206679750805529,2026-09-26
5105,ＴＯＹＯ　ＴＩＲＥ,ゴム製品,20,54.67321695068693,2026-09-19,3804.0,3871.0,1.7613038906414302,0.9383063838938062,0.8229975067476241,2026-09-26
