code,name,sector_33,ticker,market_cap_oku_yen,PBR,PER,PEG,Dividend_Yield,ROE,ROIC,Op_Margin_Trend_3Y,FCF_to_Sales_3Y,Equity_Ratio,Debt_to_EBITDA,score_valuation,score_quality,total_score
3110,日東紡績,ガラス・土石製品,3110.T,5606.3885312,3.1631432,12.531532,0.44132882549744673,97.0,28.395,28.395,8.614161966697608,,61.33240059638635,0.7374578046793155,73.20876245782546,95.43908944678599,69.86977628500912
8624,いちよし証券,証券、商品先物取引業,8624.T,542.22487552,1.761174,12.330872,0.6110442021803766,5.16,20.18,20.18,10.18052524527276,10.089678678533744,56.25476320087098,0.050318278266141256,76.57981474057723,88.03073235617771,67.41377175313427
3150,グリムス,電気・ガス業,3150.T,560.9979904,2.894128,11.454743,0.40506181265249835,5.36,28.279,28.279,3.6314154488771067,11.762698387852625,68.2271194534856,0.4923093836916654,73.55520485009286,89.60199460823061,65.90693068385319
5706,三井金属,非鉄金属,5706.T,13042.67587584,3.0897138,13.315614,0.4348381555744236,12.0,30.622,30.622,12.357695372512978,6.545952272275439,59.076447960589604,0.7741360955065584,70.6075046407429,88.6217392057488,62.57359862240615
2288,丸大食品,食料品,2288.T,553.9741696,0.74674684,5.7970653,0.4396712400455063,3.45,13.184999999999999,13.184999999999999,1.7849892301349646,,61.07059474811659,0.6273639204078276,88.64146309918445,68.0980595768941,60.363116351113234
6200,インソース,サービス業,6200.T,588.03560448,4.4985347,14.491882,0.4164692933298848,4.08,34.797,34.797,4.651232376918642,23.965733195648294,77.32201380840364,,62.76729887564956,95.09005048060048,59.685456186164544
6331,三菱化工機,機械,6331.T,767.7227008,1.7069263,10.170514,0.5075866393378929,3.56,20.037001,20.037001,1.657131426531798,,57.533965912437736,0.4853940517165299,74.2151556547298,79.94013804898907,59.32769788366312
7236,ティラド,輸送用機器,7236.T,842.36394496,1.5817772,10.183412,0.5830086448731895,5.51,17.467,17.467,4.190104113786239,3.5357399521028614,53.15216846327401,1.1813415491054537,80.98000106794777,72.96031980467828,59.08326775700658
5195,バンドー化学,ゴム製品,5195.T,992.83156992,1.0668805,9.567625,0.7917597649784839,4.07,12.084,12.084,3.2758627694940943,7.711135287996597,70.21426621781458,0.28274034822104466,83.18108369329613,69.93575735032005,58.17332085311022
2317,システナ,情報・通信業,2317.T,1572.80567296,3.9633214,13.906447,0.4481758321683478,4.09,31.028998,31.028998,3.653179287844809,11.339577363489834,64.85207681854648,0.0962081605672736,64.47698800624883,90.12617415032224,58.11064249739421
3817,ＳＲＡホールディングス,情報・通信業,3817.T,643.47901952,1.7482991,10.775862,0.614604539177292,5.03,17.533001000000002,17.533001000000002,0.8162543575352288,8.951359582966498,64.72265023112482,0.007369972625815961,78.45324132882756,73.59242134571781,57.7356399180836
4028,石原産業,化学,4028.T,1115.42059008,0.8745379,6.7888584,0.6392522033898305,4.46,10.620000000000001,10.620000000000001,4.016461875125783,,53.655036438055305,2.7292406235530176,90.40563299518566,63.788609940341665,57.6684965953958
3635,コーエーテクモホールディングス,情報・通信業,3635.T,5682.036736,2.0286517,13.0039015,0.631287938124381,2.8,20.599002,20.599002,8.360174080978815,30.223364944429505,86.88811523232015,,62.052649288634086,92.89682930409342,57.64494368833014
7595,アルゴグラフィックス,情報・通信業,7595.T,884.33106944,1.8701123,4.882768,0.14171022680721268,3.58,34.456003,34.456003,-0.3915033256274416,8.380331557211287,60.25691583102185,,75.62030190185935,74.13516529502022,56.06123581153675
5445,東京鐵鋼,鉄鋼,5445.T,515.74390784,0.8180989,6.570344,0.5497735754330182,4.85,11.951,11.951,3.257225117026092,3.194568325807933,78.78780345311937,0.32935544300284464,93.01296174654004,59.86974601064678,55.68662395463357
3854,アイル,情報・通信業,3854.T,540.74466304,4.3184342,12.953648,0.3900761262346423,3.24,33.208,33.208,,10.823471022916198,68.39564330528155,,60.74411139500276,91.62845901212889,55.65889321185202
6727,ワコム,電気機器,6727.T,1117.84452096,3.036379,11.875881,0.3983991747458821,2.85,29.809,29.809,6.224655952081729,8.900427817622266,57.602721800575765,0.14672441797509475,61.68832279606974,90.01506121581939,55.528781527894445
4503,アステラス製薬,医薬品,4503.T,42736.48173056,2.1998663,14.57709,0.68433826184976,3.36,21.301001,21.301001,16.584558265897513,11.671268476655943,51.276211494005395,0.9670211002762907,60.987250635536256,90.76235553039277,55.35346525003715
5101,横浜ゴム,ゴム製品,5101.T,10766.25866752,0.9576676,7.5471907,0.5272593754366355,3.27,14.313999999999998,14.313999999999998,2.1965830992136652,4.5561024342161565,51.58484957665286,2.1942319348655865,83.40474227844243,66.3441314592513,55.3341518604596
5105,ＴＯＹＯ　ＴＩＲＥ,ゴム製品,5105.T,5858.6202112,1.0654895,9.813481,0.8443883152641541,3.68,11.622,11.622,2.4532735854750083,9.36845873311813,65.39009722333692,0.8112192175005167,80.24989575434411,68.12870775315287,54.67321695068693
